"StratumID","SecondaryStratumID","DistributionTypeID","ExternalVariableTypeID","year","Value"
"Wet","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2000,0
"Wet","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2000,0
"Wet","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2000,0
"Dry","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Dry","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Dry","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Dry","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Dry","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Dry","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2001,0
"Mesic","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Mesic","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Mesic","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Mesic","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Mesic","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Mesic","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2001,0
"Wet","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Wet","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Wet","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Wet","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Wet","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Wet","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2001,0
"Dry","Kaho'olawe","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Dry","Kaho'olawe","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Dry","Kaho'olawe","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Dry","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Dry","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0.00735294117647059
"Dry","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Dry","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Dry","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Dry","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2001,0
"Mesic","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0.000998601957259836
"Mesic","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0.0029868578255675
"Mesic","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0.000918273645546373
"Mesic","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Mesic","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Mesic","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2001,0
"Wet","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Wet","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Wet","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Wet","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Wet","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Dry","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Dry","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Dry","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Dry","Lana'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Mesic","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Mesic","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Mesic","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Wet","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Wet","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Wet","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Dry","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Dry","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0.001585414189457
"Dry","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0.00521172638436482
"Dry","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Dry","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2001,0
"Mesic","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Mesic","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Mesic","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Mesic","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Mesic","Maui","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2001,0
"Wet","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Wet","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Wet","Maui","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Wet","Maui","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Dry","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Dry","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Dry","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Dry","Moloka'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Dry","Moloka'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2001,0
"Mesic","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Mesic","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Mesic","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Mesic","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Wet","Moloka'i","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Wet","Moloka'i","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Wet","Moloka'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Wet","Moloka'i","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Dry","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2001,0.00398936170212766
"Dry","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0.00533333333333333
"Dry","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0.0031104199066874
"Dry","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Dry","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Dry","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2001,0
"Mesic","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Mesic","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Mesic","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Mesic","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Mesic","O'ahu","Historical Rate: Fire Agriculture","Historical Year: Fire",2001,0
"Mesic","O'ahu","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2001,0
"Wet","O'ahu","Historical Rate: Fire Forest","Historical Year: Fire",2001,0
"Wet","O'ahu","Historical Rate: Fire Grassland","Historical Year: Fire",2001,0
"Wet","O'ahu","Historical Rate: Fire Shrubland","Historical Year: Fire",2001,0
"Wet","O'ahu","Historical Rate: Fire Plantation","Historical Year: Fire",2001,0
"Dry","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Dry","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Dry","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Dry","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Dry","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Dry","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2002,0
"Mesic","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0.0018915969443434
"Mesic","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0.0039940956846401
"Mesic","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0.00936524453694069
"Mesic","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Mesic","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Mesic","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2002,0
"Wet","Hawai'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0.000704009794918886
"Wet","Hawai'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0.000965872504829363
"Wet","Hawai'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0.0112019376324553
"Wet","Hawai'i","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Wet","Hawai'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Wet","Hawai'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2002,0
"Dry","Kaho'olawe","Historical Rate: Fire Forest","Historical Year: Fire",2002,0.00215982721382289
"Dry","Kaho'olawe","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0.0199335548172757
"Dry","Kaho'olawe","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Dry","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Dry","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Dry","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Dry","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Dry","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Dry","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2002,0
"Mesic","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Mesic","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Mesic","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Mesic","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Mesic","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Mesic","Kaua'i","Historical Rate: Fire WoodyCrop","Historical Year: Fire",2002,0
"Wet","Kaua'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Wet","Kaua'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Wet","Kaua'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Wet","Kaua'i","Historical Rate: Fire Plantation","Historical Year: Fire",2002,0
"Wet","Kaua'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Dry","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Dry","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Dry","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Dry","Lana'i","Historical Rate: Fire Agriculture","Historical Year: Fire",2002,0
"Mesic","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Mesic","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Mesic","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Wet","Lana'i","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Wet","Lana'i","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0
"Wet","Lana'i","Historical Rate: Fire Shrubland","Historical Year: Fire",2002,0
"Dry","Maui","Historical Rate: Fire Forest","Historical Year: Fire",2002,0
"Dry","Maui","Historical Rate: Fire Grassland","Historical Year: Fire",2002,0.001585414189457
